"","Molecular.Formula","Theor_mz","DBE","HC","OC","NC","C","H","N","O","S","AI","AImod","NOSC","Count","Compound.category","Class","D1","D2","D3","D4","D5","D6","D7","D8","D9","E1","E2","E3","E4","E5","E6","E7","E8","E9","F1","F2","F3","F4","F5","F6","F7","F8","F9","G1","G2","G3","G4","G5","G6","G7","G8","G9","H1","H2","H3","H4","H5","H6","H7","H8","H9","I1","I2","I3"
"4594","C29H38O11N0S0",561.234136,11,1.31034482759,0.379310344828,0,29,38,0,11,0,0,0.234042553191489,-0.551724137931035,49,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",2.36864412095489,2.3237172327166,2.2345865963167,2.11758029704184,2.56567401567145,2.57003823350687,2.39343552417882,2.57233563513911,2.52049424092604,2.27506846270831,2.54428383205487,2.39939114783134,2.24273567213651,3.02857949476938,3.04189571892385,2.03994834344041,2.15301220843222,2.80958343969762,2.24184624014278,2.38431744125809,2.28399645936539,2.14139591978752,2.06236990307213,2.12588567114258,2.24844946151391,2.03151136954593,2.18315107408338,2.1775571253856,2.70928131443903,2.42630412254977,2.64235034522829,2.17519968590842,2.61903959443183,2.29272199712574,4.15057651330623,2.39246983696069,2.25100098078034,2.32550929312504,2.27756105686469,2.82297853287674,2.6682210218504,2.2408140002998,2.74515583940418,2.4522495705832,2.77908070765489,2.38625480718255,2.32959912869875,2.64853848729474
"3017","C24H24O16N0S0",567.099158,13,1,0.666666666667,0,24,24,0,16,0,0,0.3125,0.333333333333333,49,"Highly_Unsaturated_and_Phenolic_HighOC","CHO",2.37260983845596,1.99618316009711,2.01532934596411,2.02923798347981,2.04177787007679,1.49696949175619,1.58157453943866,1.59391772527498,1.82809611922591,2.28186173003259,1.82565981909163,1.96554679188236,1.72843094988815,2.19811967874356,1.43954135828883,2.21174754973471,2.08749287568983,2.20694535881564,1.97459521990532,1.96501312887832,2.21845442449718,1.91501321583398,2.03461511396236,1.76802627560619,1.93139271033912,1.89896977565595,2.11269819076162,1.80289776481437,2.06407498427346,2.25267434630007,2.6287311085681,2.54621083720484,2.50027449952185,2.31119364321431,0.686748219133392,2.07983163679004,2.25544853031536,2.00418597260223,2.35924770769906,2.1401263427008,2.0447051433016,2.24648146479902,2.00070976576866,2.34398094515476,2.2424359442872,2.29527593279744,2.05446091247086,1.76062731627447
"2743","C23H24O9N0S0",443.134756,12,1.04347826087,0.391304347826,0,23,24,0,9,0,0.214285714285714,0.405405405405405,-0.260869565217392,49,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",2.38107936253304,2.2245970201084,2.26791875417357,2.10385543433151,2.71956931249379,2.34979755803855,2.26498470851685,2.40577130379323,2.41527577095571,2.20194508504911,2.33405945844232,2.22967637270996,2.25815845840395,2.85951341407985,2.49974806753343,2.23264150598746,2.12387476874579,2.69366070747729,2.31306400703527,2.4168822661192,2.23183875733113,2.22517036028395,2.12857471360473,1.89800875764414,2.26743452295431,2.1358655324894,2.05772447672989,2.19984738079919,2.55870527221585,2.56011342412814,2.63811604783989,2.24271782469912,2.63124055134551,2.35187446739896,3.42607920050225,2.4159517905398,2.35238386087054,2.30225316814826,2.39685597122411,2.19114003067092,2.16037407578141,2.0002399577163,2.30501491245285,2.44866249556873,2.24905946066316,2.48940879296091,2.41942876715726,2.69130828349431
"1536","C19H20O5N0S0",327.123797,10,1.05263157895,0.263157894737,0,19,20,0,5,0,0.357142857142857,0.454545454545455,-0.526315789473684,38,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",2.38511593207685,2.61104457270378,2.57849393233034,2.44277665396019,0,2.6198402935628,2.56731349316896,2.64281645016662,2.71824456982081,2.48539821058446,2.6249535352944,2.62724177130921,2.53501446569902,0,2.55236684534068,2.40487342974986,2.51743827313767,3.0776018862393,2.63346106573647,2.76257708685248,2.67901506463492,2.64360701618882,2.5973549323726,2.32100848211148,2.82783381161911,2.4999369591963,2.52227709636164,2.81025399856056,1.98302803015997,1.9709352337822,0,0,0,0,2.36330452038596,1.79546998884834,1.66326168872279,0,0,0,0,0,1.57048140696621,1.75093554012311,1.44759787591613,1.89923030478518,2.09607062301368,2.40187448379557
"2206","C21H27O8N1S0",420.16639,9,1.28571428571,0.380952380952,0.0476190476190476,21,27,1,8,0,0,0.25,-0.380952380952381,31,"Highly_Unsaturated_and_Phenolic_LowOC","CHON",2.38776089840116,2.09284029005929,1.992548891818,2.09306793667148,0,2.35091678258002,2.04344036781632,2.47341851391479,2.37875940275374,2.07324958400354,2.15047185128622,2.21814871044572,2.02509376644823,0,2.51256651774094,1.95707621978231,1.94950265306238,0,2.15161136810766,0,2.17232664090777,2.1680663225051,1.84277634938458,1.91467317498281,0,2.04128744097895,2.07281021435693,0,2.52281227695921,0,0,0,0,0,0,0,0,0,0,2.67601486229596,2.51672612729142,2.11541343025482,2.41353396861607,0,2.40014517649644,0,2.35632128639444,2.64364212035366
"2270","C21H32O11N0S0",459.187185,6,1.52380952381,0.52380952381,0,21,32,0,11,0,0,0.032258064516129,-0.476190476190476,49,"Aliphatic_HighOC","CHO",2.39260266826384,2.31322182352779,2.20073777196905,2.56774725188585,2.99017151058106,2.48287164844605,2.60437532951103,2.34520095769497,2.48187009212694,2.44865259412321,2.47288139839847,2.3296661124212,2.54818726027408,3.10510870188843,2.52969528064318,2.45174477892502,2.39775456247046,2.59363859153015,2.48535672169902,2.66607866242704,2.47410517714777,2.35513703529816,2.37329902053848,2.63390206821667,2.45373234676225,2.43345691141718,2.39354029602008,2.60547513384366,2.53875023466065,2.82959931313943,3.06026601883854,2.87317718366918,3.00170669267699,2.96490396130077,2.60062405152432,2.75217949446399,2.96950098098606,3.12921894697657,2.94213397801269,2.9815505214865,3.32999417192492,2.97960237717516,3.26527737939459,2.93886475589666,2.9550354075807,2.97378949972644,3.16348161526259,3.11038249204609
"4577","C29H36O16N0S0",639.193059,12,1.24137931034,0.551724137931,0,29,36,0,16,0,0,0.19047619047619,-0.137931034482759,49,"Highly_Unsaturated_and_Phenolic_HighOC","CHO",2.39973922208319,2.21462733206176,2.1576865666405,2.33741166777107,2.65455499082585,2.37309642968222,2.10878028833246,2.05072820308622,2.12826141447058,2.48356534070042,2.12173008353007,2.08961318957569,2.15082779123342,2.76285345649181,1.77507250009664,2.33152194505807,2.21640810654648,2.70993159911352,2.15933285728163,2.15571711872706,2.17882230191721,2.16556983115476,2.09556732684709,2.23232465990179,2.36920771045558,2.02398009165719,2.36522790963188,2.25017576933617,2.20829809187256,2.28631937012577,2.50926309237425,2.47044029867261,2.61015933355989,2.55361465145227,1.50617606076289,2.23820428511487,2.33190044677101,2.48603606283424,2.25292414379606,2.49320214429761,2.62251338078873,2.43379215802283,2.79326374504573,2.57551248865376,2.64132065647119,2.41431742478505,2.39756842277271,2.26084674741993
"3803","C26H38O12N0S0",541.22905,8,1.46153846154,0.461538461538,0,26,38,0,12,0,0,0.1,-0.538461538461538,49,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",2.40323185234372,2.62580948103532,2.42373028405906,2.53337022978311,3.10071400988522,2.90457523266481,2.71602426755122,2.671747042264,2.63588152603541,2.51592097511187,2.73445750541864,2.60623402508003,2.47248813822977,3.19000618223077,2.67904078336351,2.45901658221827,2.48780454172622,2.96893033620684,2.51230292583165,2.72178592324294,2.46731888710841,2.53790729956193,2.37047035306538,2.57837093712591,2.6263329685872,2.46580646898727,2.56730898527075,2.6944222052823,2.88606829065012,2.89436928936224,3.04137430965807,2.70163619899232,3.16129170615905,2.91839577370302,3.3081910021424,2.69831857363024,2.95613912616257,3.02578316849319,2.82041000373199,3.39099671137703,3.48609624425073,2.93212418948134,3.39198224733038,2.7917472290126,3.12420099675057,2.99695578573161,3.02527430482127,3.10382544338361
"3683","C26H30O17N0S0",613.141023,12,1.15384615385,0.653846153846,0,26,30,0,17,0,0,0.2,0.153846153846154,48,"Highly_Unsaturated_and_Phenolic_HighOC","CHO",2.40946506402422,1.92623353770526,1.94340431848466,1.89320937402618,2.27584563946423,1.71251881930126,1.83240870006934,1.49980294180224,1.83154732188689,1.98836580354717,2.0777510091444,1.83715363176529,1.64993399943029,2.23644649532174,1.19130671182645,2.09894820366798,2.00838363231344,1.98968248895122,1.8370215444197,2.0037175333712,1.92031770756734,1.86363718267718,1.85351403170223,1.85867636642587,2.01124782032635,1.83330367879351,2.11826639779052,1.92392383250031,2.03838228593336,2.04474786253969,2.49035711955696,2.11930644407235,2.22291891163556,2.38071824455431,0,1.81621554692213,1.94490072628837,2.1875736582499,2.08884741752427,2.21443431260861,2.06960630815169,2.03948829719664,2.32138659122648,2.32983319462342,2.08720126144409,2.03465759375057,2.04744167472291,1.70810792852312
"2518","C22H29O11N1S0",482.166784,9,1.31818181818,0.5,0.0454545454545455,22,29,1,11,0,0,0.161290322580645,-0.181818181818182,47,"Highly_Unsaturated_and_Phenolic_HighOC","CHON",2.41706401079893,2.4385969982616,2.37470368473554,2.35414632124913,2.73462739169409,2.42844817499587,2.42748316668803,2.52790189595921,2.37514857292039,2.40143721491268,2.4198720305327,2.45520433094831,2.42576438646169,0,2.47540909991396,2.2185292301369,2.356096266132,0,2.38261112730903,2.47867042124778,2.3586416181204,2.40985295720912,2.4232243658348,2.39013565245226,2.59274591664448,2.25742785410296,2.48831719680342,2.55604527214066,2.61864077862988,2.70963743182915,3.12743861715636,2.61809771823361,2.88745790844808,2.67236627950442,2.42598542297258,2.51882668896121,2.54939026404836,2.64754411592496,2.57512074471569,2.94561135710812,3.08990857112097,2.72884655374501,2.95202167415695,2.76354995978513,2.66904530535514,2.64639071478323,2.88655154166332,2.87087774173103
"3748","C26H34O16N0S0",601.177408,10,1.30769230769,0.615384615385,0,26,34,0,16,0,0,0.111111111111111,-0.0769230769230766,49,"Highly_Unsaturated_and_Phenolic_HighOC","CHO",2.41790008902482,2.19242974598458,2.21867639253675,2.24364981740021,2.31313324844675,2.14490267216806,1.99536658358481,1.73414948629461,1.93293248106185,2.02532939293098,1.9723283800723,1.92753686966143,1.96366898161639,2.70763202079957,1.52377776793902,2.26518673597747,2.19567788627603,2.57726435146602,2.17213738243315,2.22648485563203,2.08606073972916,1.8924814670878,2.01887458869227,2.05535518338792,2.31461583125167,1.8725238561996,2.02287852933467,1.9288753555842,2.04300055985511,2.28883386904955,2.73384109684446,2.34935381971365,2.71370351709873,2.47007322281773,0.987926925427832,2.18560619247835,2.39289338332745,2.44750632086135,2.28305413162051,2.7220401228081,2.59084974352792,2.53068380732103,2.87905420475826,2.40474296372644,2.57412332498475,2.20466094745101,2.3949284813661,2.31921256614913
"2533","C22H30O12N0S1",517.138521,8,1.36363636364,0.545454545455,0,22,30,0,12,1,0,0.0666666666666667,-0.181818181818182,41,"Highly_Unsaturated_and_Phenolic_HighOC","CHOS",2.42457374437358,1.65053158002313,1.87736971946615,1.71944103803041,1.86858107925846,1.45993975152605,1.37597444249259,0,2.06330748770383,0,1.48710247120998,1.55068571365074,1.59503847776951,0,0,2.39440143269195,2.26993163106533,2.70836462990286,2.32617553936778,1.7518782289283,2.05710217946825,2.00094369275768,1.84952124153326,1.70030154069478,1.86088519659796,1.90775281645299,2.01635730556566,0,2.16928146465239,2.1557294442459,2.78239676430162,2.3695437542705,2.79986860925041,2.78636763673807,0,2.49909256534949,2.62616475152918,2.54038019904284,2.64015421596793,2.05912364582406,1.86278284104245,2.22133795416822,1.86609482507744,2.88421071600126,1.83719476184401,2.64041182550731,0,0
"1677","C19H30O6N0S0",353.196962,5,1.57894736842,0.315789473684,0,19,30,0,6,0,0,0.125,-0.947368421052632,49,"Aliphatic_LowOC","CHO",2.43291100579851,3.08689128439532,2.76356524788316,2.69328264135132,3.01526704206257,3.20976076952401,2.95507403551162,3.00785695694186,2.90135226182654,2.71214073056873,2.88977001288223,2.73953428993503,2.7698435177187,3.07258651532953,3.46051205329625,2.44181090488467,2.57180627730425,3.29992573824573,2.73973087300962,2.67598175197836,2.56294805788698,2.72645008162524,2.58303728833918,2.79855201221166,2.57950891357357,2.61418381420397,2.51937973332941,3.03725250096551,2.71933692328368,2.69115186707975,2.41783279012403,2.27066364466814,2.50647352889583,2.33357408152509,4.90206552806232,2.57280081576389,2.37065996486744,2.61999221205325,2.43766830037063,2.42982934309189,2.42723838966971,2.16511407621536,2.53920001587101,2.45386235775104,2.54701154692256,2.22762452513617,2.6207625490297,2.81710278194853
"4866","C30H40O14N0S0",623.234529,11,1.33333333333,0.466666666667,0,30,40,0,14,0,0,0.173913043478261,-0.4,49,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",2.43745597386169,2.3255328719931,2.08776252781719,2.30181267518057,2.79101101863657,2.46149945090383,2.2478097542277,2.46113868390217,2.14037191382297,2.38755621663941,2.28246817306311,2.27823975297974,2.3319628343439,2.91295161147516,2.57193237525917,2.40086526051457,2.28782212081456,2.54395543453216,2.326826384996,2.30110378804199,2.22468548498422,2.24176500216023,2.11239243310109,2.28479735890104,2.35687432634959,2.2133932893263,2.39513387068892,2.3443913880419,2.27736016719935,2.36770940751255,2.55232305655563,2.39120506016079,2.48751549833692,2.53764765993245,2.40727032683143,2.22375257622961,2.36325596378267,2.31842228071344,2.23499049475535,2.7095585986233,2.89989041363769,2.36927451778477,2.89566002980633,2.41237806919767,2.71692100265297,2.36127405046068,2.46056253006401,2.57174692717768
"725","C16H14O12N0S0",397.041249,10,0.875,0.75,0,16,14,0,12,0,0,0.4,0.625,49,"Highly_Unsaturated_and_Phenolic_HighOC","CHO",2.44043161181644,1.96546645125219,2.39881117993176,2.09227656716861,2.24097653339385,1.33048679355604,1.74838093864323,1.45732483310755,1.37623707321636,1.99841461540804,1.77467555456074,2.0271301307994,2.08537716498441,1.97914362979411,1.52216046602458,2.05557436326368,1.81690947964876,1.71400560518126,1.73558164409161,1.81982393292898,2.06420433771488,1.52600956143777,2.12938859501002,1.72373787426431,1.99867704239179,1.74879317759631,2.13506430487812,1.7128507603884,1.71592660506748,1.9269050764588,2.45971876733876,2.49807419217226,2.2236307997462,2.09400579091205,0.456399534857145,2.02791422167465,2.03058992165948,2.12889923489908,1.93249378299753,1.92457819650274,2.14528013950265,2.45426958264112,1.83239410310659,2.01873617059398,1.96089653047567,1.91505995199447,2.00093551407901,1.73972431280949
"4836","C30H38O13N0S0",605.223965,12,1.26666666667,0.433333333333,0,30,38,0,13,0,0,0.234042553191489,-0.4,49,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",2.44398119117935,2.39739138108853,2.4472882966544,2.48853743771521,2.8670777355725,2.70269319749652,2.45201235407887,2.43643932995848,2.46341494459101,2.44978310800265,2.49250135805867,2.3671832123656,2.34382176036462,2.97675025350256,2.69005760166874,2.56895174227539,2.36750109859142,2.75005294652899,2.38474445022083,2.40413866776185,2.27887977978479,2.19778053115496,2.3103483052527,2.3910626995284,2.47263526135309,2.3009758538082,2.29295900794572,2.32674550818904,2.49948772786993,2.54887280559861,2.68987796607216,2.44150781432115,2.61649202502117,2.49096203443368,3.25800811183646,2.53633559970174,2.30221698792656,2.46418142554079,2.37273599633667,2.71317848850597,2.70297951714344,2.23170621859291,2.85237435148208,2.47811426620853,2.77640086929611,2.41967203074317,2.47800522228043,2.6880095644762
"2101","C21H21O11N1S0",462.104184,12,1,0.52380952381,0.0476190476190476,21,21,1,11,0,0,0.379310344827586,0.190476190476191,47,"Highly_Unsaturated_and_Phenolic_HighOC","CHON",2.44691857887833,2.19603067087711,2.11226762298635,1.90371688236499,2.4530593414833,2.0467349395459,1.96281189469273,2.07432549259572,2.01601771796185,2.04898355708881,1.99491094368887,2.04952260045698,2.03744034939531,0,1.63319026183035,1.92217792292843,2.03016607049292,0,2.16378949158273,2.1152693324594,2.00699371459029,1.9931500576574,1.83750632793716,1.82366182273126,1.90434581330794,2.04536416617844,2.13704006645703,1.96246827126019,2.15887276590869,2.23524275271782,2.52236174821405,2.24683068709358,2.44132866909019,2.25671168430679,1.31363307897271,2.36679405531919,2.54504642082343,2.09319056327529,2.2961497667946,2.06117840418431,1.96206070742429,1.98214512236665,1.98127053472533,2.3783154602053,1.86674812490122,2.24177736176215,2.25631967221835,2.29413666390036
"151","C12H14O8N0S0",285.061591,6,1.16666666667,0.666666666667,0,12,14,0,8,0,0,0.25,0.166666666666667,49,"Highly_Unsaturated_and_Phenolic_HighOC","CHO",2.44698995704502,2.58704305867035,2.52108157346418,2.86090037951126,3.32660087402799,2.50989213190719,2.99913200119982,2.30595504583242,2.4466237825144,2.67715463154354,2.61959045268326,2.49177220829135,3.02175499168728,3.59426050549853,2.95694406120902,2.79268252210713,2.64104042268144,3.05015995736736,2.66458845831229,2.91704809281082,2.74545227617385,2.2694824330615,2.48406051493673,2.67843080790668,2.85247529407638,2.3594434121005,2.55566658887627,2.49580147396139,2.23656198367261,2.11501933250592,2.35620451309799,2.64325156283989,2.42107000186599,2.29011413148263,1.30378260343168,2.33539311871988,2.30368660908868,2.17018891719411,2.3840320227445,1.81371367362905,2.16116920452518,2.18850621779241,1.79420338113819,2.32137577426846,2.00454601483457,2.34013038088092,1.93430347348976,2.21143684373911
"3215","C24H36O9N0S0",467.228656,7,1.5,0.375,0,24,36,0,9,0,0,0.128205128205128,-0.75,49,"Aliphatic_LowOC","CHO",2.45628616615755,2.29764172906487,2.12183203951628,2.19884456794783,2.87597786800043,2.84146346909433,2.55461632083053,2.59341460120087,2.44318690592211,2.39161269747546,2.42931286771754,2.39559547136541,2.46211492707385,2.99424797318606,3.15126830412069,2.2654418547673,2.16038665939432,3.0369173029637,2.06206232101349,2.52906595043102,2.38495652947818,2.25237083943953,2.11858123131121,2.34355623956224,2.13909374513517,2.16371793831553,2.11107929893767,2.43205870014236,2.77965587125042,2.65167556229304,2.75724631608562,2.29518551384664,2.58632310061922,2.45202908908691,4.62415753460906,2.66653655761966,2.56064113014355,2.70219994600084,2.38851749207962,2.80337763456254,2.89026013767091,2.41173197184517,3.06301061028498,2.65187298542067,2.8534109151063,2.52619295677975,2.81614806745781,2.99181106887777
"2224","C21H28O5N0S0",359.186397,8,1.33333333333,0.238095238095,0,21,28,0,5,0,0.1875,0.297297297297297,-0.857142857142857,38,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",2.45640173594666,3.0506146939481,2.85562229136276,2.53059601546388,0,2.99607905337629,3.07608548813179,3.0754552487347,2.93602896239466,2.95086089353754,3.01083115324662,3.04784171434506,2.79251073586178,0,3.33606702436481,2.71582601652164,2.69342770360982,3.14878901389702,2.64266715574001,2.69605233436395,2.78977931750463,2.9000752426394,2.59542530282021,2.54637206946758,2.82591033956293,2.61384813760993,2.66262609883894,3.00702630241985,2.58606160796847,2.58827216421974,0,0,0,0,4.84818818651231,2.52278467165574,2.23820115388507,0,0,0,0,0,2.36448494362494,2.31992801825451,2.52037795135024,2.55232412587037,2.68436184987161,3.05110599509444
"2216","C21H28O13N0S1",519.117785,8,1.33333333333,0.619047619048,0,21,28,0,13,1,0,0.037037037037037,0,35,"Highly_Unsaturated_and_Phenolic_HighOC","CHOS",2.45782134109707,1.60938193135631,1.77732926577464,1.44536005235027,0,1.22144209934755,0,0,1.80703829110447,0,1.29867176036304,1.17409584407918,1.25221290153565,0,0,2.27228548054392,2.17867955131756,0,2.34790167957303,1.588133068533,0,2.08264223897889,1.84156024575345,1.45005997779046,1.63004867574488,0,1.84798030061858,0,2.42273136568028,1.77765705626997,2.93521179973023,2.2484418773559,0,2.56470311256576,0,2.57291244187312,2.47985425092925,2.32879261321417,2.93835644134788,2.10529527517046,1.80992204024164,2.30876147777499,1.79365283392324,2.80684643523106,1.99798121807115,2.70794320232921,0,0
"4813","C30H36O14N0S0",619.203229,13,1.2,0.466666666667,0,30,36,0,14,0,0,0.260869565217391,-0.266666666666667,49,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",2.45812696377433,2.19242471521882,2.16013191522102,2.15127659284612,2.51590358765124,2.41974511508455,2.18087334420916,2.549054520518,2.17249394965455,2.33912214602885,2.29864796540192,2.41282861592232,2.25642682778579,2.6930481549898,2.29894058262765,2.27164250951899,2.19196722613105,2.60943623165699,2.2319369744023,2.18221441364947,2.01576553600887,2.07290688441874,1.86133205623177,1.9405362881089,2.22388817773106,2.11627719239017,2.14508409017451,2.27582705062947,2.35575904822626,2.22660685305244,2.30175204222464,2.18268718500071,2.35499624127822,2.2772431240815,2.3477817012102,2.30608879885707,2.27948647095873,2.3254578079159,2.05940041127654,2.33909449703292,2.27380221365201,1.99430534385376,2.46752347536326,2.03021155499404,2.34336243573026,2.10918556806946,2.20695582386021,2.31656967578182
"4328","C28H36O16N0S0",627.193059,11,1.28571428571,0.571428571429,0,28,36,0,16,0,0,0.15,-0.142857142857143,49,"Highly_Unsaturated_and_Phenolic_HighOC","CHO",2.47063948668005,2.30009577431152,2.33021432691145,2.40532555177284,2.53005208273476,2.37925927495883,2.43892824931572,2.163438563477,2.13528675861081,2.40162866579527,2.33792309319935,2.3314522146265,2.12151717292041,2.77721985759421,1.86941103453844,2.29572618958254,2.33203359883321,2.47601725206179,2.23903450629535,2.43637120163001,2.41978664210064,2.19076979384814,2.13339745065691,2.35265670221459,2.4612488968311,2.12009511843116,2.34417553776365,2.45793934092599,2.31058352179276,2.46842787709356,3.02351342893918,2.5508921098079,2.668988348257,2.560291550192,1.40649143268145,2.52708053706325,2.41801918788785,2.50094875139176,2.42509358538729,2.96379737425471,3.027671161381,2.53096567251954,2.85744957639322,2.69179461506406,2.73404796128462,2.38830317114463,2.5593915239505,2.46670895188082
"3442","C25H32O8N0S0",459.202441,10,1.28,0.32,0,25,32,0,8,0,0.117647058823529,0.285714285714286,-0.64,49,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",2.47100990863936,2.6278684855033,2.39491651334141,2.61755727924808,3.20326915612827,3.03010706960556,3.04024311510465,2.95148174252725,3.08364282447182,2.71251165406167,2.99413021397992,2.75545519260178,2.50926871458861,3.29672326346399,3.5184624051969,2.64099527114941,2.64032765455114,3.37971399223434,2.58312831901557,2.78208730817027,2.865758335424,2.56746877568622,2.42758440938605,2.61257586055276,2.65261975552206,2.56977172178704,2.63826599161068,2.66502894903063,3.27770141318575,2.95975804653238,2.97715635694949,2.62684004375659,2.8853864319513,2.79749920262203,6.36702858765849,2.94722352068946,2.60301712185815,2.8317642589981,2.64080112510357,3.11654578255259,3.00921784847983,2.67680167259692,3.07851007961606,2.64691908193242,3.12845466349887,2.75499649692179,2.92244966072849,3.38401036905001
"4544","C29H34O13N0S0",589.192665,13,1.1724137931,0.448275862069,0,29,34,0,13,0,0,0.288888888888889,-0.275862068965517,49,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",2.4796723866207,2.09362962625637,2.06246368336862,2.15784588828961,2.17967760716012,2.35859007429658,2.19982704739459,2.14142889484223,2.20042273493053,2.07559024181797,2.26914814042568,2.14496029698162,2.19264802954579,2.79359776558379,2.3609559424857,2.20659382620385,2.16485249971238,2.57892182230588,2.33344429877945,2.21152445700438,2.15203732994818,2.04800940169398,1.8501623849173,2.02361327689446,2.13682519593346,1.92897393045491,1.99617543160453,2.19141230427673,2.48116418926796,2.4300733765275,2.56412001913519,2.29528852790771,2.52345215640241,2.31912377563583,2.58757636982712,2.47498554668365,2.28653459437141,2.26899653216585,2.21781939553463,2.42376176485038,2.21277066213249,2.15774716353311,2.79300291749336,2.13642421100757,2.57071665118955,2.31489446407442,2.12920265224751,2.41357703573353
"3723","C26H32O9N0S0",487.197356,11,1.23076923077,0.346153846154,0,26,32,0,9,0,0.117647058823529,0.302325581395349,-0.538461538461538,49,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",2.48946068638654,2.40505540820536,2.22599129290005,2.32715615345949,3.01083072371865,2.86852369565169,2.51557693740681,2.75927149880183,2.57484323962189,2.5392889140491,2.48603627288232,2.23564546705791,2.48210928450313,2.99838611748242,3.34244482646435,2.22641042310537,2.41874070558301,2.72686126967911,2.46927969371779,2.48839631277789,2.30362070913196,2.13562772591716,2.2472752574058,2.21059098407264,2.499270514624,2.27237898500419,2.08126642784322,2.41572605345353,3.04022899731618,2.45949417480176,2.72319884860238,2.30004302784375,2.62504694838196,2.31476917834138,4.95253319811279,2.60592387433748,2.31705818335296,2.31759603598284,2.3529094805541,2.59457310014441,2.47325894397391,2.06462226157402,2.5567848848371,2.41071376519818,2.66893801518577,2.47307438024561,2.48328789776935,2.96531396571845
"2419","C22H23O12N1S0",492.114749,12,1.04545454545,0.545454545455,0.0454545454545455,22,23,1,12,0,0,0.333333333333333,0.181818181818182,44,"Highly_Unsaturated_and_Phenolic_HighOC","CHON",2.49880399111589,2.2763421058882,2.2053683709202,2.206035797282,0,2.17256396324226,2.08355106719775,2.23962167609089,2.12203294124814,2.34412654668635,2.1986389970763,2.23735190029687,2.24796204506699,0,1.96343819181639,2.277782172367,2.4122623866474,0,2.43127162898741,2.49416898513366,2.37296414320372,2.09582680833209,2.32793038330891,2.10941703069949,2.22329681254759,2.10026484015586,2.22985342982614,2.11710696136237,2.30293555510702,2.41599456496046,0,2.49226594909002,0,2.48312061651246,1.15804298995759,2.40489731687719,2.4952264338454,2.39402288293008,2.59131107429189,2.32740159308231,2.24693481951924,2.0037530971049,2.32818571662646,2.32347476225119,2.14568068214304,2.41367048524146,2.52764633816193,2.48856000637188
"3434","C25H32O16N0S0",587.161758,10,1.28,0.64,0,25,32,0,16,0,0,0.117647058823529,0,49,"Highly_Unsaturated_and_Phenolic_HighOC","CHO",2.50185315024505,2.24895875544989,2.08042432497999,2.20771607885916,2.59788751179532,2.09160229290877,1.960420802643,1.71197416788789,2.01533520995838,2.07649604703868,2.05946533432664,2.23201158388903,2.00333989537808,2.76934961124433,1.54345790072356,2.32886516213491,2.17455597062999,2.4734881907155,2.27452100781501,2.13982103265149,2.16309233757858,2.11536638435477,2.16568869146778,2.1997876039739,2.34518541650578,2.10541485790003,2.25495893299842,2.27043735650126,2.24668553288001,2.50940495849965,2.91777975189386,2.59390898925356,2.78340329632834,2.73772377252897,1.02325112911018,2.25353321811761,2.51603479561785,2.62386758346724,2.70785340376971,2.73609910557516,2.8343602396107,2.66023410836364,2.73976700053522,2.53803316428785,2.68990881911921,2.41783071535776,2.57366638089886,2.16646284059219
"2813","C23H29O11N1S0",494.166784,10,1.26086956522,0.478260869565,0.0434782608695652,23,29,1,11,0,0,0.212121212121212,-0.173913043478261,47,"Highly_Unsaturated_and_Phenolic_LowOC","CHON",2.50483085995652,2.22199123326734,2.34238501619713,2.4033536894716,2.84797686895345,2.490450707448,2.40787072860656,2.65059571719719,2.49972502142095,2.58342785020799,2.43551338842764,2.44716888690862,2.27578150053585,0,2.57233700484503,2.50681606769959,2.31314227280861,0,2.32777028406972,2.45810391360819,2.37396854939954,2.4384003611395,2.3528043030883,2.40408753842746,2.60133650239185,2.41676636171349,2.47111397061572,2.49428659389702,2.76066316694461,2.69524694389562,3.03644291548722,2.60421206960613,2.85018013351098,2.73231093685208,2.36290940790017,2.48983336059469,2.71197512878764,2.47875383453624,2.45626992025275,2.99095651264105,2.81686879416352,2.54749793318498,2.93720170989994,2.53983160028472,2.63575034885874,2.55053046422802,2.71968239131533,2.85528837228216
